,时间,地市,流量
132,2017-01-06 12:00:00,A,2.886444033813475
133,2017-01-06 13:00:00,A,2.938113385009775
134,2017-01-06 14:00:00,A,2.90626488342285
135,2017-01-06 15:00:00,A,4.4376259338379
136,2017-01-06 16:00:00,A,4.5945383605957
137,2017-01-06 17:00:00,A,4.7383685180664
138,2017-01-06 18:00:00,A,4.869662005615225
139,2017-01-06 19:00:00,A,4.69242911987305
140,2017-01-06 20:00:00,A,4.6360098236084
141,2017-01-06 21:00:00,A,4.71729394836425
142,2017-01-06 22:00:00,A,4.842000103759775
143,2017-01-06 23:00:00,A,5.089132687377925
144,2017-01-07 00:00:00,A,4.53426103515625
145,2017-01-07 01:00:00,A,2.79744542541505
146,2017-01-07 02:00:00,A,1.574272128295898
147,2017-01-07 03:00:00,A,0.9102083740234375
148,2017-01-07 04:00:00,A,0.5907841125488275
149,2017-01-07 05:00:00,A,0.5335905364990225
150,2017-01-07 06:00:00,A,0.80989598083496
151,2017-01-07 07:00:00,A,1.554788662719728
152,2017-01-07 08:00:00,A,2.400446035766603
153,2017-01-07 09:00:00,A,3.2365444580078
154,2017-01-07 10:00:00,A,3.911112472534175
155,2017-01-07 11:00:00,A,4.3172728942871
156,2017-01-07 12:00:00,A,4.858745303344725
157,2017-01-07 13:00:00,A,4.6144823791504
158,2017-01-07 14:00:00,A,4.369879888916025
159,2017-01-07 15:00:00,A,4.308895812988275
160,2017-01-07 16:00:00,A,
161,2017-01-07 17:00:00,A,4.427717059326175
162,2017-01-07 18:00:00,A,4.496341201782225
163,2017-01-07 19:00:00,A,4.504833566284175
164,2017-01-07 20:00:00,A,4.4485925201416
165,2017-01-07 21:00:00,A,4.4149301361084
166,2017-01-07 22:00:00,A,4.545280419921875
167,2017-01-07 23:00:00,A,4.83943330078125
168,2017-01-08 00:00:00,A,4.40110853881835
169,2017-01-08 01:00:00,A,2.877391671752925
170,2017-01-08 02:00:00,A,1.650545147705077
171,2017-01-08 03:00:00,A,0.948221978759765
172,2017-01-08 04:00:00,A,0.6089868835449225
173,2017-01-08 05:00:00,A,0.53070747680664
174,2017-01-08 06:00:00,A,0.733837673950195
175,2017-01-08 07:00:00,A,1.314103381347655
176,2017-01-08 08:00:00,A,2.094943737792967
177,2017-01-08 09:00:00,A,2.832760202026375
178,2017-01-08 10:00:00,A,3.541331530761725
179,2017-01-08 11:00:00,A,4.00289441833495
180,2017-01-08 12:00:00,A,4.349372756958
181,2017-01-08 13:00:00,A,4.1393915649414
182,2017-01-08 14:00:00,A,3.980186627197275
183,2017-01-08 15:00:00,A,4.0255537261963
184,2017-01-08 16:00:00,A,4.075419039917
185,2017-01-08 17:00:00,A,4.17492974243165
186,2017-01-08 18:00:00,A,4.278150970458975
187,2017-01-08 19:00:00,A,4.3342769378662
188,2017-01-08 20:00:00,A,4.32297458496095
189,2017-01-08 21:00:00,A,4.325478021240225
190,2017-01-08 22:00:00,A,4.461697216796875
191,2017-01-08 23:00:00,A,5.16992089538575
192,2017-01-09 00:00:00,A,4.072979757690425
193,2017-01-09 01:00:00,A,2.495240893554687
194,2017-01-09 02:00:00,A,
195,2017-01-09 03:00:00,A,
196,2017-01-09 04:00:00,A,
197,2017-01-09 05:00:00,A,
198,2017-01-09 06:00:00,A,0.82349249267578
199,2017-01-09 07:00:00,A,1.846909460449218
200,2017-01-09 08:00:00,A,2.752307650756825
201,2017-01-09 09:00:00,A,3.10396076660155
202,2017-01-09 10:00:00,A,3.619461163330075
203,2017-01-09 11:00:00,A,4.13538247680665
204,2017-01-09 12:00:00,A,4.76679626464845
205,2017-01-09 13:00:00,A,4.048408422851575
206,2017-01-09 14:00:00,A,3.912505010986325
207,2017-01-09 15:00:00,A,4.081616665649425
208,2017-01-09 16:00:00,A,4.18459277648925
209,2017-01-09 17:00:00,A,4.312120736694325
210,2017-01-09 18:00:00,A,4.4305930419922
211,2017-01-09 19:00:00,A,4.259149520874025
212,2017-01-09 20:00:00,A,4.262608291625975
213,2017-01-09 21:00:00,A,4.22330976867675
214,2017-01-09 22:00:00,A,4.44594624938965
215,2017-01-09 23:00:00,A,5.117626394653325
216,2017-01-10 00:00:00,A,4.0336023803711
217,2017-01-10 01:00:00,A,2.296097842407228
218,2017-01-10 02:00:00,A,
219,2017-01-10 03:00:00,A,
220,2017-01-10 04:00:00,A,
221,2017-01-10 05:00:00,A,
222,2017-01-10 06:00:00,A,0.848547552490235
223,2017-01-10 07:00:00,A,1.860732626342773
224,2017-01-10 08:00:00,A,2.76812378845215
225,2017-01-10 09:00:00,A,3.1594732208252
226,2017-01-10 10:00:00,A,2.72727697753905
227,2017-01-10 11:00:00,A,2.781547943115225
228,2017-01-10 12:00:00,A,3.20595941467285
229,2017-01-10 13:00:00,A,2.76038242492675
230,2017-01-10 14:00:00,A,2.6240396636963
231,2017-01-10 15:00:00,A,4.02946481933595
232,2017-01-10 16:00:00,A,4.163290478515625
233,2017-01-10 17:00:00,A,4.320836941528325
234,2017-01-10 18:00:00,A,4.40341112976075
235,2017-01-10 19:00:00,A,4.28499066467285
236,2017-01-10 20:00:00,A,4.3121271331787
237,2017-01-10 21:00:00,A,4.31877189331055
238,2017-01-10 22:00:00,A,4.5212672607422
239,2017-01-10 23:00:00,A,5.11446601867675
240,2017-01-11 00:00:00,A,4.08632857055665
241,2017-01-11 01:00:00,A,2.391644998168945
242,2017-01-11 02:00:00,A,1.34184769897461
243,2017-01-11 03:00:00,A,0.78548944091797
244,2017-01-11 04:00:00,A,0.54951987915039
245,2017-01-11 05:00:00,A,0.52039135131836
246,2017-01-11 06:00:00,A,0.8479013916015625
247,2017-01-11 07:00:00,A,1.87731303100586
248,2017-01-11 08:00:00,A,2.8019231048584
249,2017-01-11 09:00:00,A,3.20004076538085
250,2017-01-11 10:00:00,A,3.630770443725575
251,2017-01-11 11:00:00,A,4.04825935668945
252,2017-01-11 12:00:00,A,4.625007290649425
253,2017-01-11 13:00:00,A,4.033735110473625
254,2017-01-11 14:00:00,A,3.801009558105475
255,2017-01-11 15:00:00,A,3.9549635131836
256,2017-01-11 16:00:00,A,3.993553469848625
257,2017-01-11 17:00:00,A,4.053320162963875
258,2017-01-11 18:00:00,A,4.159139361572275
259,2017-01-11 19:00:00,A,4.054842877197275
260,2017-01-11 20:00:00,A,4.02302683410645
261,2017-01-11 21:00:00,A,
262,2017-01-11 22:00:00,A,4.212712466430675
263,2017-01-11 23:00:00,A,4.6767302886963
264,2017-01-12 00:00:00,A,3.825739288330075
265,2017-01-12 01:00:00,A,2.280447848510743
266,2017-01-12 02:00:00,A,1.269608865356445
267,2017-01-12 03:00:00,A,0.7434525268554675
268,2017-01-12 04:00:00,A,0.55867527770996
269,2017-01-12 05:00:00,A,0.5737707000732425
270,2017-01-12 06:00:00,A,1.049999966430665
271,2017-01-12 07:00:00,A,2.319948852539063
272,2017-01-12 08:00:00,A,3.22451064453125
273,2017-01-12 09:00:00,A,3.616851278686525
274,2017-01-12 10:00:00,A,3.434497100830075
275,2017-01-12 11:00:00,A,4.10157355651855
276,2017-01-12 12:00:00,A,4.146038427734375
277,2017-01-12 13:00:00,A,2.8294647491455
278,2017-01-12 14:00:00,A,3.73674804992675
279,2017-01-12 15:00:00,A,2.749718139648425
280,2017-01-12 16:00:00,A,4.075631784057625
281,2017-01-12 17:00:00,A,4.1766930480957
282,2017-01-12 18:00:00,A,4.30906230163575
283,2017-01-12 19:00:00,A,4.1197312652588
284,2017-01-12 20:00:00,A,4.06826557006835
285,2017-01-12 21:00:00,A,4.058038897705075
286,2017-01-12 22:00:00,A,4.057051171875
287,2017-01-12 23:00:00,A,3.849056478881825
288,2017-01-13 00:00:00,A,3.353029147338875
289,2017-01-13 01:00:00,A,1.982620083618165
290,2017-01-13 02:00:00,A,1.136117251586915
291,2017-01-13 03:00:00,A,0.68062526550293
292,2017-01-13 04:00:00,A,0.49665232849121
293,2017-01-13 05:00:00,A,0.544272439575195
294,2017-01-13 06:00:00,A,0.9618029602050775
295,2017-01-13 07:00:00,A,2.06291388244629
296,2017-01-13 08:00:00,A,3.02158552856445
297,2017-01-13 09:00:00,A,3.300573330688475
298,2017-01-13 10:00:00,A,3.632803723144525
299,2017-01-13 11:00:00,A,3.898772100830075
300,2017-01-13 12:00:00,A,4.383410836792
301,2017-01-13 13:00:00,A,3.924312567138675
302,2017-01-13 14:00:00,A,3.675291665649425
303,2017-01-13 15:00:00,A,3.64898294677735
304,2017-01-13 16:00:00,A,3.680334664917
305,2017-01-13 17:00:00,A,3.78859640197755
306,2017-01-13 18:00:00,A,3.958963229370125
307,2017-01-13 19:00:00,A,3.779385610961925
308,2017-01-13 20:00:00,A,3.696218817138675
309,2017-01-13 21:00:00,A,3.6739690460205
310,2017-01-13 22:00:00,A,3.616198898315425
311,2017-01-13 23:00:00,A,3.482919833374025
312,2017-01-14 00:00:00,A,2.8031050628662
313,2017-01-14 01:00:00,A,1.701130520629883
314,2017-01-14 02:00:00,A,0.96205961303711
315,2017-01-14 03:00:00,A,0.6131347778320325
316,2017-01-14 04:00:00,A,0.464226443481445
317,2017-01-14 05:00:00,A,0.4947562255859375
318,2017-01-14 06:00:00,A,0.8022975341796875
319,2017-01-14 07:00:00,A,1.559281469726562
320,2017-01-14 08:00:00,A,2.285554446411132
321,2017-01-14 09:00:00,A,2.775505636596675
322,2017-01-14 10:00:00,A,3.126993469238275
323,2017-01-14 11:00:00,A,3.310296118164075
324,2017-01-14 12:00:00,A,3.555415853881825
325,2017-01-14 13:00:00,A,3.4465109802246
326,2017-01-14 14:00:00,A,3.363916049194325
327,2017-01-14 15:00:00,A,3.375725680542
328,2017-01-14 16:00:00,A,3.344846908569325
329,2017-01-14 17:00:00,A,3.4141510192871
330,2017-01-14 18:00:00,A,3.44716138305665
331,2017-01-14 19:00:00,A,3.488301828002925
332,2017-01-14 20:00:00,A,3.343758523559575
333,2017-01-14 21:00:00,A,3.2006702697754
334,2017-01-14 22:00:00,A,3.070004595947275
335,2017-01-14 23:00:00,A,2.798500326538075
336,2017-01-15 00:00:00,A,2.155608514404297
337,2017-01-15 01:00:00,A,1.31473717956543
338,2017-01-15 02:00:00,A,0.7912566864013675
339,2017-01-15 03:00:00,A,0.527110443115235
340,2017-01-15 04:00:00,A,0.3955235931396475
341,2017-01-15 05:00:00,A,0.431193032836915
342,2017-01-15 06:00:00,A,0.66418747253418
343,2017-01-15 07:00:00,A,1.28013291015625
344,2017-01-15 08:00:00,A,1.935379760742187
345,2017-01-15 09:00:00,A,2.445967041015625
346,2017-01-15 10:00:00,A,2.8263167022705
347,2017-01-15 11:00:00,A,3.04379620666505
348,2017-01-15 12:00:00,A,3.221155474853525
349,2017-01-15 13:00:00,A,3.116905184936525
350,2017-01-15 14:00:00,A,3.097277023315425
351,2017-01-15 15:00:00,A,3.11162131347655
352,2017-01-15 16:00:00,A,3.0797080230713
353,2017-01-15 17:00:00,A,3.078975854492175
354,2017-01-15 18:00:00,A,3.09049305114745
355,2017-01-15 19:00:00,A,3.1137770904541
356,2017-01-15 20:00:00,A,3.086685266113275
357,2017-01-15 21:00:00,A,3.00994700927735
358,2017-01-15 22:00:00,A,2.8816349243164
359,2017-01-15 23:00:00,A,2.630338665771475
360,2017-01-16 00:00:00,A,1.927860675048827
361,2017-01-16 01:00:00,A,1.168309909057617
362,2017-01-16 02:00:00,A,0.6737502197265625
363,2017-01-16 03:00:00,A,0.4554676849365225
364,2017-01-16 04:00:00,A,0.3689420379638675
365,2017-01-16 05:00:00,A,0.4103218994140625
366,2017-01-16 06:00:00,A,0.773770306396485
367,2017-01-16 07:00:00,A,1.674579751586915
368,2017-01-16 08:00:00,A,2.441305725097657
369,2017-01-16 09:00:00,A,2.7071888824463
370,2017-01-16 10:00:00,A,2.984491119384775
371,2017-01-16 11:00:00,A,3.182469564819325
372,2017-01-16 12:00:00,A,3.662352883911125
373,2017-01-16 13:00:00,A,3.229656411743175
374,2017-01-16 14:00:00,A,3.1311446838379
375,2017-01-16 15:00:00,A,3.17709773254395
376,2017-01-16 16:00:00,A,3.138406997680675
377,2017-01-16 17:00:00,A,3.226352221679675
378,2017-01-16 18:00:00,A,3.291628134155275
379,2017-01-16 19:00:00,A,3.0930405090332
380,2017-01-16 20:00:00,A,3.116583950805675
381,2017-01-16 21:00:00,A,3.059774017333975
382,2017-01-16 22:00:00,A,2.927089227294925
383,2017-01-16 23:00:00,A,2.57504851379395
384,2017-01-17 00:00:00,A,1.759959317016603
385,2017-01-17 01:00:00,A,1.02301763305664
386,2017-01-17 02:00:00,A,0.60061692199707
387,2017-01-17 03:00:00,A,0.41694596862793
388,2017-01-17 04:00:00,A,0.352036837768555
389,2017-01-17 05:00:00,A,0.3960503601074225
390,2017-01-17 06:00:00,A,0.7467115356445325
391,2017-01-17 07:00:00,A,1.677753521728515
392,2017-01-17 08:00:00,A,2.472802725219728
393,2017-01-17 09:00:00,A,2.8401389831543
394,2017-01-17 10:00:00,A,3.12226080322265
395,2017-01-17 11:00:00,A,3.227020065307625
396,2017-01-17 12:00:00,A,3.679309680175775
397,2017-01-17 13:00:00,A,3.242444812011725
398,2017-01-17 14:00:00,A,3.144440576171875
399,2017-01-17 15:00:00,A,3.203687063598625
400,2017-01-17 16:00:00,A,3.199426391601575
401,2017-01-17 17:00:00,A,3.303630477905275
402,2017-01-17 18:00:00,A,3.323682995605475
403,2017-01-17 19:00:00,A,3.151091027832025
404,2017-01-17 20:00:00,A,3.093716732788075
405,2017-01-17 21:00:00,A,3.01902806396485
406,2017-01-17 22:00:00,A,2.62014067993165
407,2017-01-17 23:00:00,A,2.51623735961915
408,2017-01-18 00:00:00,A,1.807259643554687
409,2017-01-18 01:00:00,A,1.073242337036133
410,2017-01-18 02:00:00,A,0.6476165222167976
411,2017-01-18 03:00:00,A,0.45699465637207
412,2017-01-18 04:00:00,A,0.37006171875
413,2017-01-18 05:00:00,A,0.423922955322265
414,2017-01-18 06:00:00,A,0.7477909759521475
415,2017-01-18 07:00:00,A,1.585880801391603
416,2017-01-18 08:00:00,A,2.390153411865235
417,2017-01-18 09:00:00,A,2.711132980346675
418,2017-01-18 10:00:00,A,3.061055090332025
419,2017-01-18 11:00:00,A,3.24027687683105
420,2017-01-18 12:00:00,A,3.73778038635255
421,2017-01-18 13:00:00,A,3.320971197509775
422,2017-01-18 14:00:00,A,3.202650619506825
423,2017-01-18 15:00:00,A,3.2029249053955
424,2017-01-18 16:00:00,A,2.431500332641602
425,2017-01-18 17:00:00,A,1.678663143920897
426,2017-01-18 18:00:00,A,1.59169485168457
427,2017-01-18 19:00:00,A,1.56083244934082
428,2017-01-18 20:00:00,A,1.540131060791015
429,2017-01-18 21:00:00,A,1.489935327148437
430,2017-01-18 22:00:00,A,1.443478262329102
431,2017-01-18 23:00:00,A,1.292477185058593
432,2017-01-19 00:00:00,A,0.886930337524415
433,2017-01-19 01:00:00,A,0.548275677490235
434,2017-01-19 02:00:00,A,0.34089704284668
435,2017-01-19 03:00:00,A,0.2362979705810548
436,2017-01-19 04:00:00,A,0.203808804321289
437,2017-01-19 05:00:00,A,0.2286041381835938
438,2017-01-19 06:00:00,A,0.38231388244629
439,2017-01-19 07:00:00,A,0.8908832427978525
440,2017-01-19 08:00:00,A,1.31671728515625
441,2017-01-19 09:00:00,A,1.45387745666504
442,2017-01-19 10:00:00,A,1.59008374633789
443,2017-01-19 11:00:00,A,1.826010583496095
444,2017-01-19 12:00:00,A,2.11661319885254
445,2017-01-19 13:00:00,A,
446,2017-01-19 14:00:00,A,1.55777442626953
447,2017-01-19 15:00:00,A,1.663412481689452
448,2017-01-19 16:00:00,A,1.663693267822265
449,2017-01-19 17:00:00,A,1.72259345703125
450,2017-01-19 18:00:00,A,1.72350068359375
451,2017-01-19 19:00:00,A,1.640417459106445
452,2017-01-19 20:00:00,A,1.63331711730957
453,2017-01-19 21:00:00,A,1.601616232299805
454,2017-01-19 22:00:00,A,1.53655450439453
455,2017-01-19 23:00:00,A,1.346191583251952
456,2017-01-20 00:00:00,A,0.9584165069580075
457,2017-01-20 01:00:00,A,0.5838324615478525
458,2017-01-20 02:00:00,A,0.370710205078125
459,2017-01-20 03:00:00,A,0.2565533233642575
460,2017-01-20 04:00:00,A,0.2193953063964845
461,2017-01-20 05:00:00,A,0.2391918273925782
462,2017-01-20 06:00:00,A,0.4029073333740225
463,2017-01-20 07:00:00,A,1.71042180480957
464,2017-01-20 08:00:00,A,2.58897728881835
465,2017-01-20 09:00:00,A,2.7655127105713
466,2017-01-20 10:00:00,A,3.0727744720459
467,2017-01-20 11:00:00,A,3.17433060913085
468,2017-01-20 12:00:00,A,3.5352116394043
469,2017-01-20 13:00:00,A,3.2045446899414
470,2017-01-20 14:00:00,A,3.117934289550775
471,2017-01-20 15:00:00,A,3.167095657348625
472,2017-01-20 16:00:00,A,3.188241983032225
473,2017-01-20 17:00:00,A,3.34824656066895
474,2017-01-20 18:00:00,A,3.38545101623535
475,2017-01-20 19:00:00,A,3.127801379394525
476,2017-01-20 20:00:00,A,3.0814835144043
477,2017-01-20 21:00:00,A,2.9170948425293
478,2017-01-20 22:00:00,A,2.759039697265625
479,2017-01-20 23:00:00,A,2.363604916381835
480,2017-01-21 00:00:00,A,1.72488712158203
481,2017-01-21 01:00:00,A,1.07990440979004
482,2017-01-21 02:00:00,A,0.6753762512207026
483,2017-01-21 03:00:00,A,0.4747564483642575
484,2017-01-21 04:00:00,A,0.39370639038086
485,2017-01-21 05:00:00,A,0.41766668701172
486,2017-01-21 06:00:00,A,0.6809110717773424
487,2017-01-21 07:00:00,A,1.42039178466797
488,2017-01-21 08:00:00,A,2.025339208984375
489,2017-01-21 09:00:00,A,2.450140844726563
490,2017-01-21 10:00:00,A,2.7507850341797
491,2017-01-21 11:00:00,A,2.840559249877925
492,2017-01-21 12:00:00,A,3.040846774292
493,2017-01-21 13:00:00,A,2.953148248291025
494,2017-01-21 14:00:00,A,2.909423431396475
495,2017-01-21 15:00:00,A,2.94330625305175
496,2017-01-21 16:00:00,A,2.956841021728525
497,2017-01-21 17:00:00,A,2.954074459838875
498,2017-01-21 18:00:00,A,2.91496838378905
499,2017-01-21 19:00:00,A,2.873313348388675
500,2017-01-21 20:00:00,A,2.827077786254875
501,2017-01-21 21:00:00,A,2.68783994140625
502,2017-01-21 22:00:00,A,2.52947666015625
503,2017-01-21 23:00:00,A,2.153208038330078
504,2017-01-22 00:00:00,A,1.506984411621095
505,2017-01-22 01:00:00,A,0.9138640808105475
506,2017-01-22 02:00:00,A,0.5853038543701174
507,2017-01-22 03:00:00,A,0.425479177856445
508,2017-01-22 04:00:00,A,0.3471486358642575
509,2017-01-22 05:00:00,A,0.374360861206055
510,2017-01-22 06:00:00,A,0.6340627960205075
511,2017-01-22 07:00:00,A,1.460326193237305
512,2017-01-22 08:00:00,A,2.17196121826172
513,2017-01-22 09:00:00,A,2.341059338378905
514,2017-01-22 10:00:00,A,2.55943160095215
515,2017-01-22 11:00:00,A,2.7172093597412
516,2017-01-22 12:00:00,A,3.105172415161125
517,2017-01-22 13:00:00,A,2.865055831909175
518,2017-01-22 14:00:00,A,2.8381911102295
519,2017-01-22 15:00:00,A,2.863438015747075
520,2017-01-22 16:00:00,A,2.8544719696045
521,2017-01-22 17:00:00,A,2.8885377166748
522,2017-01-22 18:00:00,A,2.87161029663085
523,2017-01-22 19:00:00,A,2.7110689605713
524,2017-01-22 20:00:00,A,2.67780330200195
525,2017-01-22 21:00:00,A,2.5374587738037
526,2017-01-22 22:00:00,A,2.348089694213868
527,2017-01-22 23:00:00,A,2.00284532470703
528,2017-01-23 00:00:00,A,1.409036016845703
529,2017-01-23 01:00:00,A,0.8698975830078125
530,2017-01-23 02:00:00,A,0.5508183959960925
531,2017-01-23 03:00:00,A,0.3965840301513675
532,2017-01-23 04:00:00,A,0.3245435241699225
533,2017-01-23 05:00:00,A,0.35025149230957
534,2017-01-23 06:00:00,A,0.62731170349121
535,2017-01-23 07:00:00,A,1.454951876831055
536,2017-01-23 08:00:00,A,2.108985861206055
537,2017-01-23 09:00:00,A,2.331648956298828
538,2017-01-23 10:00:00,A,2.59289238586425
539,2017-01-23 11:00:00,A,2.67888448791505
540,2017-01-23 12:00:00,A,3.015748504638675
541,2017-01-23 13:00:00,A,2.735394110107425
542,2017-01-23 14:00:00,A,2.700999771118175
543,2017-01-23 15:00:00,A,2.741703759765625
544,2017-01-23 16:00:00,A,2.715237466430675
545,2017-01-23 17:00:00,A,2.7387622833252
546,2017-01-23 18:00:00,A,2.72130816345215
547,2017-01-23 19:00:00,A,2.572741531372075
548,2017-01-23 20:00:00,A,2.584345867919925
549,2017-01-23 21:00:00,A,2.511962979125975
550,2017-01-23 22:00:00,A,2.307444464111327
551,2017-01-23 23:00:00,A,1.92561661682129
552,2017-01-24 00:00:00,A,1.381604690551758
553,2017-01-24 01:00:00,A,0.85391015625
554,2017-01-24 02:00:00,A,0.5526529876708975
555,2017-01-24 03:00:00,A,0.39167674255371
556,2017-01-24 04:00:00,A,0.3222688018798825
557,2017-01-24 05:00:00,A,0.351716244506835
558,2017-01-24 06:00:00,A,0.624059396362305
559,2017-01-24 07:00:00,A,1.444023373413085
